381962,165,1172168,382104,1172201,34,5946,560431
382165,166,1172560,382312,1172598,39,5985,560700
382338,167,1172752,382402,1172768,17,6002,560719
382889,168,1177944,383059,1177977,34,6036,563142
383071,169,1177984,383231,1178027,44,6080,563192
383240,170,1178032,383261,1178035,4,6084,563200
383270,171,1178040,383296,1178045,6,6090,563210
383329,172,1178152,383361,1178159,8,6098,563324
383586,173,1179272,383784,1179322,51,6149,564486
383793,174,1179328,383825,1179332,5,6154,564496
384111,175,1182528,384141,1182529,2,6156,565773
384659,176,1185208,384690,1185209,2,6158,568452
385026,177,1186968,385059,1186970,3,6161,570213
385334,178,1188576,385364,1188577,2,6163,571564
386209,179,1193288,386375,1193323,36,6199,576054
386386,180,1193328,386518,1193363,36,6235,576094
386527,181,1193368,386654,1193402,35,6270,576133
386708,182,1193656,386748,1193664,9,6279,576306
386856,183,1194152,387021,1194187,36,6315,576829
387031,184,1194192,387682,1194380,189,6504,577022
387693,185,1194384,388107,1194504,121,6625,577146
388629,186,1198144,388659,1198145,2,6627,579607
389111,187,1200512,389284,1200555,44,6671,582016
390902,188,1209520,390941,1209521,2,6673,590084
393816,189,1233832,394010,1233866,35,6708,604215
394024,190,1233872,394157,1233907,36,6744,604256
394165,191,1233912,394321,1233954,43,6787,604303
394347,192,1233992,394478,1234027,36,6823,604376
394759,193,1236056,394791,1236058,3,6826,605767
394961,194,1236736,395591,1236910,175,7001,606619
395604,195,1236912,395735,1236946,35,7036,606655
395743,196,1236952,395899,1236990,39,7075,606699
396059,197,1237824,396828,1238035,212,7287,607744
396842,198,1238040,396988,1238078,39,7326,607787
397479,199,1240872,397984,1241007,136,7462,610460
399052,200,1246808,400801,1247301,494,7956,616243
402742,201,1259384,402929,1259423,40,7996,626032
403247,202,1260952,403294,1260958,7,8003,627567
403606,203,1263128,403636,1263129,2,8005,629098
403667,204,1263160,403683,1263161,2,8007,629130
403717,205,1263280,403734,1263281,2,8009,629250
403750,206,1263360,403765,1263361,2,8011,629330
403796,207,1263456,403896,1263481,26,8037,629450
403907,208,1263512,404061,1263550,39,8076,629519
404070,209,1263560,404086,1263561,2,8078,629530
404101,210,1263640,404121,1263642,3,8081,629611
404723,211,1266736,404798,1266749,14,8095,632462
404809,212,1266760,404824,1266761,2,8097,632474
405075,213,1268048,405251,1268087,40,8137,633800
405261,214,1268096,405387,1268129,34,8171,633842
405396,215,1268136,405521,1268169,34,8205,633882
406073,216,1272320,406217,1272353,34,8239,636662
406228,217,1272360,406374,1272398,39,8278,636707
406382,218,1272400,406529,1272435,36,8314,636744
406642,219,1273008,406798,1273044,37,8351,637353
407229,220,1275536,407398,1275572,37,8388,639316
407409,221,1275576,407541,1275611,36,8424,639355
407550,222,1275616,407680,1275651,36,8460,639395
407690,223,1275664,407704,1275665,2,8462,639409
407829,224,1276184,407980,1276221,38,8500,639965
407989,225,1276224,408130,1276262,39,8539,640006
408167,226,1276424,408338,1276466,43,8582,640210
408399,227,1276736,408674,1276812,77,8659,640556
410118,228,1293911,410157,1293915,5,8664,647536
410177,229,1293976,410321,1294010,35,8699,647631
410337,230,1294080,410625,1294157,78,8777,647778
410634,231,1294160,410772,1294193,34,8811,647814
410780,232,1294224,410909,1294258,35,8846,647879
410918,233,1294264,411104,1294307,44,8890,647928
411113,234,1294312,411255,1294349,38,8928,647970
411267,235,1294352,411397,1294385,34,8962,648006
411407,236,1294392,411566,1294429,38,9000,648050
411575,237,1294432,411704,1294466,35,9035,648087
411713,238,1294472,411848,1294508,37,9072,648129
411856,239,1294512,412006,1294547,36,9108,648168
412015,240,1294552,412152,1294589,38,9146,648210
412160,241,1294592,412290,1294627,36,9182,648248
412299,242,1294632,412443,1294666,35,9217,648287
412452,243,1294672,412590,1294710,39,9256,648331
412603,244,1294768,412750,1294803,36,9292,648424
412766,245,1294896,412911,1294931,36,9328,648552
412920,246,1294936,413061,1294975,40,9368,648596
413072,247,1295000,413262,1295091,49,9417,648669
413271,248,1295096,413404,1295131,36,9453,648708
